Claim_ID,Customer_ID,Customer_Name,Customer_Age,Customer_Gender,Customer_Income,Location_City,Location_State,Location_Zipcode,Policy_Number,Policy_Type,Policy_Start_Date,Policy_End_Date,Policy_Premium,Agent_ID,Agent_Name,Claim_Date,Claim_Amount,Claim_Status,Claim_Reason,Previous_Claims,Accident_Type,Fraud_Flag,Policy_Age_Days,Days_Since_Policy_Start,Customer_Lifetime_Days,Claim_to_Premium_Ratio,Premium_to_Claim_Ratio,Claim_Frequency,Customer_Value_Index,Indicator_Claim_Before_Policy,Indicator_Recent_Policy_High_Claim,Indicator_Claim_Exceeds_Premium,Indicator_Extreme_Claim,Indicator_Repeat_Claimant,Risk_Score,Customer_Segment,Rule_Fraud,ML_IsoForest,ML_LOF,ML_DBSCAN,ML_OCSVM,Fraud_Probability,Fraud_Risk_Score,Suspicious_Flag
CLM01151,C00226,Charles Gonzalez,60.0,Female,40038.78745371175,Chicago,IL,60601,P00139,Auto,2022-06-16,2023-06-16,63481.0,A060,Agent Thomas Thomas,2022-09-04,57951.0,Pending,Property Damage,3,Single Vehicle,0,80,80,365,0.9128873206156172,1.0954254456351056,2,20.26980551755997,0,0,0,1,1,20,At Risk,0,0,0,0,0,0.0,0,0
CLM01152,C00488,Elizabeth Williams,39.0,Male,65004.00412503389,New York,NY,10001,P00374,Health,2024-01-22,2025-01-21,60237.0,A022,Agent David Jones,2024-09-16,180230.0,Rejected,Medical Procedure,7,Medical Treatment,0,238,238,365,2.992014874578748,0.3342229373578205,6,20.00880466970416,0,0,1,1,1,35,High Fraud Risk,0,0,0,0,0,0.0,0,0
CLM01153,C00427,Susan Martinez,74.0,Male,122198.3711201072,New York,NY,10001,P00161,Auto,2023-04-07,2024-04-06,60667.0,A066,Agent Robert Smith,2024-04-02,138670.0,Rejected,Natural Disaster,7,Single Vehicle,0,361,361,365,2.28575667166664,0.4374918872142496,4,20.64711462728861,0,0,1,1,1,35,High Value,0,1,1,0,1,0.5,50,1
CLM01154,C00222,Sarah Martinez,54.0,Male,56336.06762559224,New York,NY,10001,P01014,Auto,2023-07-31,2024-07-30,55636.0,A051,Agent Christopher Jackson,2024-04-21,47052.0,Pending,Theft,4,Theft,0,265,265,365,0.8457114098784959,1.1824364532857263,3,20.256238083679754,0,0,0,0,1,20,High Fraud Risk,0,0,0,0,0,0.0,0,0
CLM01155,C00209,John Anderson,53.0,Female,77753.10851747672,Los Angeles,CA,90001,P01043,Home,2022-12-14,2023-12-14,52714.0,A013,Agent Joseph Garcia,2023-03-24,85751.0,Rejected,Fire,1,Fire,0,100,100,365,1.626721554046363,0.6147333558792317,2,21.44078298400092,0,0,1,1,0,25,At Risk,0,0,0,0,0,0.0,0,0
CLM01156,C00119,Susan Anderson,40.0,Male,95904.22711824645,Los Angeles,CA,90001,P00086,Auto,2021-01-24,2022-01-24,11811.0,A007,Agent Robert Gonzalez,2022-01-10,138045.0,Pending,Natural Disaster,1,Single Vehicle,0,351,351,365,11.68783337566675,0.0855590568292948,4,20.154744739114392,0,0,1,1,0,25,High Fraud Risk,0,0,1,0,0,0.15,15,0
CLM01157,C00548,Richard Taylor,48.0,Male,69954.86178182789,Houston,TX,77001,P00367,Auto,2021-11-30,2022-11-30,73354.0,A012,Agent Jessica Rodriguez,2022-05-30,116241.0,Rejected,Collision,5,Multi Vehicle,0,181,181,365,1.584657960029446,0.6310510060993969,4,20.566898328436075,0,0,1,1,1,35,High Fraud Risk,0,0,0,0,0,0.0,0,0
CLM01158,C00130,Nancy Moore,54.0,Male,68431.73221228912,New York,NY,10001,P01075,Auto,2022-04-22,2023-04-22,19169.0,A055,Agent Nancy Hernandez,2022-07-02,210652.0,Pending,Natural Disaster,5,Single Vehicle,1,71,71,365,10.989201314622568,0.0909984239409072,5,19.20288212244884,0,0,1,1,1,35,High Fraud Risk,0,0,0,0,0,0.0,0,0
CLM01159,C00603,Jane Taylor,57.0,Female,47654.93626906154,New York,NY,10001,P00113,Auto,2022-11-01,2023-11-01,64406.0,A039,Agent Mary Gonzalez,2022-12-27,74613.0,Pending,Natural Disaster,0,Single Vehicle,0,56,56,365,1.1584790236934448,0.8632007827054267,3,21.844703573811096,0,0,1,1,0,25,High Value,0,0,0,0,0,0.0,0,0
CLM01160,C00683,Susan Anderson,36.0,Male,37996.91534056611,Chicago,IL,60601,P01050,Auto,2021-11-11,2022-11-11,23862.0,A016,Agent Susan Garcia,2022-06-16,233072.0,Pending,Collision,6,Multi Vehicle,1,217,217,365,9.767496437850976,0.1023803803116633,2,18.67939263326626,0,0,1,1,1,35,High Fraud Risk,0,0,0,0,0,0.0,0,0
CLM01161,C00149,Karen Williams,51.0,Male,75578.73007024228,New York,NY,10001,P01077,Home,2023-04-12,2024-04-11,66865.0,A022,Agent Richard Davis,2023-07-21,176846.0,Rejected,Fire,0,Fire,0,100,100,365,2.644821655574665,0.3780973276183798,4,22.34336111480933,0,0,1,1,0,25,High Value,0,0,0,0,0,0.0,0,0
CLM01162,C00094,Karen Brown,51.0,Female,93489.84866695074,Houston,TX,77001,P00271,Health,2022-06-16,2023-06-16,8234.0,A007,Agent David Davis,2023-05-09,229155.0,Approved,Medical Procedure,6,Medical Treatment,0,327,327,365,27.83033762448385,0.0359320110842006,2,18.515725201343503,0,0,1,1,1,35,Regular,0,1,0,0,1,0.35,35,0
CLM01163,C00317,Richard Lopez,44.0,Female,73374.83311185025,Houston,TX,77001,P00034,Health,2021-03-20,2022-03-20,22345.0,A064,Agent Jessica Rodriguez,2022-01-01,280954.0,Pending,Medical Procedure,6,Medical Treatment,0,287,287,365,12.5734616245245,0.079532592524043,5,19.271783999254293,0,0,1,1,1,35,High Fraud Risk,0,0,0,0,0,0.0,0,0
CLM01164,C00645,Jane Williams,28.0,Female,52258.00595051198,Chicago,IL,60601,P00197,Auto,2024-06-01,2025-06-01,67620.0,A014,Agent Thomas Thomas,2024-12-24,317644.0,Rejected,Collision,6,Multi Vehicle,0,206,206,365,4.6974859509021,0.2128798277316744,1,20.03969731121021,0,0,1,1,1,25,Regular,0,0,0,0,0,0.0,0,0
CLM01165,C00501,Charles Taylor,55.0,Male,76982.04221486289,Los Angeles,CA,90001,P00430,Home,2023-05-06,2024-05-05,55538.0,A073,Agent Karen Moore,2024-01-31,133408.0,Approved,Fire,0,Fire,0,270,270,365,2.402103064568404,0.4163018709522667,5,22.176150206010966,0,0,1,1,0,25,High Fraud Risk,0,0,0,0,0,0.0,0,0
CLM01166,C00292,Barbara Anderson,40.0,Female,58568.01496283866,Los Angeles,CA,90001,P00867,Home,2024-01-02,2025-01-01,31887.0,A053,Agent David Anderson,2024-03-05,227572.0,Pending,Fire,1,Fire,0,63,63,365,7.136826920061467,0.1401182922327878,3,20.654750509517164,0,0,1,1,0,25,High Fraud Risk,0,0,0,0,0,0.0,0,0
CLM01167,C00101,Robert Williams,22.0,Female,52859.41598386781,Chicago,IL,60601,P00132,Auto,2023-12-19,2024-12-18,12017.0,A053,Agent Barbara Williams,2024-04-18,18644.0,Pending,Natural Disaster,7,Single Vehicle,1,121,121,365,1.551468752600483,0.6445505256382751,3,18.19002720356629,0,0,1,0,1,45,High Fraud Risk,0,1,0,0,1,0.35,35,0
CLM01168,C00261,Mary Garcia,58.0,Female,71504.10032213133,Chicago,IL,60601,P00889,Auto,2024-01-13,2025-01-12,70239.0,A004,Agent Michael Thomas,2024-04-09,312877.0,Pending,Natural Disaster,0,Single Vehicle,1,87,87,365,4.4544626204814985,0.2244939704740201,3,22.3371690657052,0,0,1,1,0,25,High Fraud Risk,0,1,0,0,1,0.35,35,0
CLM01169,C00429,Michael Miller,52.0,Male,60995.4737436192,Chicago,IL,60601,P00362,Auto,2024-07-08,2025-07-08,37816.0,A061,Agent Jessica Moore,2025-01-04,121139.0,Rejected,Natural Disaster,6,Single Vehicle,0,180,180,365,3.203379521895494,0.3121703167435755,5,19.61313236593067,0,0,1,1,1,35,High Fraud Risk,0,0,0,0,0,0.0,0,0
CLM01170,C00104,Michael Thomas,45.0,Female,46793.57721053106,New York,NY,10001,P00916,Auto,2024-08-10,2025-08-10,9618.0,A036,Agent Thomas Smith,2025-04-12,11629.0,Approved,Collision,5,Multi Vehicle,0,245,245,365,1.2090871283011022,0.8270702553959928,5,18.133133399337467,0,0,1,0,1,35,High Value,0,0,0,0,0,0.0,0,0
CLM01171,C00517,Barbara Miller,55.0,Male,68419.4588877878,New York,NY,10001,P00149,Home,2023-01-22,2024-01-22,17063.0,A043,Agent Elizabeth Taylor,2023-03-04,134076.0,Approved,Fire,3,Fire,0,41,41,365,7.857703803551544,0.1272636415167516,2,19.49178584764922,0,0,1,1,1,35,Regular,0,0,0,0,0,0.0,0,0
CLM01172,C00401,Richard Wilson,52.0,Female,49479.3031466484,Houston,TX,77001,P00265,Auto,2024-07-31,2025-07-31,9526.0,A048,Agent Richard Thomas,2025-07-31,40175.0,Pending,Natural Disaster,3,Single Vehicle,0,365,365,365,4.217404996850724,0.2371126322339763,4,18.584795571598807,0,0,1,0,1,35,High Fraud Risk,0,0,0,0,0,0.0,0,0
CLM01173,C00513,Christopher Taylor,18.0,Female,81943.05423507391,Los Angeles,CA,90001,P00013,Health,2023-04-21,2024-04-20,36504.0,A019,Agent Barbara Jackson,2024-01-10,66824.0,Rejected,Medical Procedure,2,Medical Treatment,0,264,264,365,1.8305939075169844,0.5462708009098527,6,20.72034465939114,0,0,1,1,0,35,VIP,0,0,0,0,0,0.0,0,0
CLM01174,C00460,Michael Martinez,37.0,Male,42744.48471913759,New York,NY,10001,P00669,Auto,2023-04-30,2024-04-29,26735.0,A011,Agent Elizabeth Thomas,2023-10-10,191998.0,Approved,Theft,5,Theft,0,163,163,365,7.181522348980737,0.1392462421483557,5,19.06496483702941,0,0,1,1,1,35,VIP,0,0,0,0,0,0.0,0,0
CLM01175,C00621,Susan Martinez,55.0,Male,52159.74720161741,New York,NY,10001,P00336,Auto,2022-12-08,2023-12-08,64585.0,A067,Agent Susan Martinez,2023-03-23,349372.0,Rejected,Property Damage,3,Single Vehicle,0,105,105,365,5.409491367964698,0.1848602635586137,3,20.551509454727647,0,0,1,1,1,35,High Value,0,0,0,0,0,0.0,0,0
CLM01176,C00349,Thomas Garcia,60.0,Male,72340.11899153395,New York,NY,10001,P00690,Auto,2022-02-16,2023-02-16,11802.0,A007,Agent Barbara Garcia,2022-12-17,152397.0,Rejected,Property Damage,6,Single Vehicle,0,304,304,365,12.912811387900357,0.0774424693399476,7,18.619248297158222,0,0,1,1,1,35,VIP,0,0,0,0,0,0.0,0,0
CLM01177,C00280,Linda Jones,55.0,Male,32680.88577598931,New York,NY,10001,P00937,Auto,2021-10-09,2022-10-09,12850.0,A054,Agent Mary Johnson,2022-03-09,133074.0,Rejected,Property Damage,5,Single Vehicle,0,151,151,365,10.355953307392996,0.0965628146745419,2,18.063885288517803,0,0,1,1,1,35,At Risk,0,0,0,0,0,0.0,0,0
CLM01178,C00310,Richard Jackson,63.0,Male,65225.01062467712,Chicago,IL,60601,P00791,Health,2023-05-07,2024-05-06,36264.0,A006,Agent William Lopez,2024-01-17,307954.0,Rejected,Medical Procedure,0,Medical Treatment,0,255,255,365,8.492003088462386,0.117757846951168,5,21.58417906594109,0,0,1,1,0,25,High Fraud Risk,0,0,0,0,0,0.0,0,0
CLM01179,C00617,Linda Miller,39.0,Male,62867.76934684502,Houston,TX,77001,P00542,Auto,2024-01-14,2025-01-13,19425.0,A074,Agent Susan Jones,2024-07-24,338537.0,Rejected,Theft,2,Theft,0,192,192,365,17.427902187902188,0.0573792524893881,1,19.824492789365515,0,0,1,1,0,15,Dormant,0,0,0,0,0,0.0,0,0
CLM01180,C00172,Susan Anderson,18.0,Male,68173.05622961342,New York,NY,10001,P00355,Auto,2023-07-28,2024-07-27,43202.0,A030,Agent Barbara Brown,2024-05-26,287038.0,Pending,Property Damage,6,Single Vehicle,0,303,303,365,6.644090551363363,0.1505096886126575,6,19.85753661860213,0,0,1,1,1,45,VIP,0,0,0,0,0,0.0,0,0
CLM01181,C00569,John Gonzalez,29.0,Female,32946.59428312931,New York,NY,10001,P00931,Auto,2024-08-13,2025-08-13,74326.0,A036,Agent Thomas Hernandez,2024-11-25,184950.0,Rejected,Collision,5,Multi Vehicle,0,104,104,365,2.4883620805640017,0.4018707758853744,3,19.82709980986187,0,0,1,1,1,35,High Fraud Risk,0,0,0,0,0,0.0,0,0
CLM01182,C00446,Michael Smith,22.0,Female,82253.7674997985,New York,NY,10001,P00851,Auto,2024-03-22,2025-03-22,24626.0,A049,Agent Barbara Thomas,2025-03-18,3077.0,Rejected,Theft,2,Theft,0,361,361,365,0.124949240639974,8.003249918752031,4,20.330510260213018,0,0,0,0,0,20,VIP,0,1,1,0,1,0.5,50,1
CLM01183,C00483,Barbara Jackson,35.0,Male,90674.55419832998,New York,NY,10001,P00692,Home,2022-12-12,2023-12-12,55763.0,A061,Agent Thomas Hernandez,2023-10-27,152241.0,Approved,Fire,2,Fire,0,319,319,365,2.730143643634668,0.3662810937920797,3,21.245285605581664,0,0,1,1,0,25,High Value,0,0,0,0,0,0.0,0,0
CLM01184,C00212,Mary Thomas,36.0,Male,25852.84084814107,New York,NY,10001,P00324,Auto,2022-01-20,2023-01-20,34545.0,A038,Agent Karen Brown,2022-05-01,102961.0,Rejected,Property Damage,1,Single Vehicle,0,101,101,365,2.980489216963381,0.3355153893221705,1,19.91704669391425,0,0,1,1,0,15,Dormant,0,0,0,0,0,0.0,0,0
CLM01185,C00465,Barbara Smith,28.0,Female,84716.23240013878,New York,NY,10001,P00566,Health,2021-11-20,2022-11-20,76914.0,A070,Agent Elizabeth Anderson,2022-11-01,275178.0,Pending,Medical Procedure,2,Medical Treatment,0,346,346,365,3.5777361728683985,0.2795063558860083,2,21.498893413421303,0,0,1,1,0,25,Regular,0,0,0,0,0,0.0,0,0
CLM01186,C00547,Susan Williams,42.0,Female,49034.25407018798,Chicago,IL,60601,P00648,Auto,2023-12-10,2024-12-09,33003.0,A005,Agent Nancy Miller,2024-02-06,251813.0,Pending,Theft,3,Theft,0,58,58,365,7.630003333030331,0.1310615416995945,2,19.8183337822786,0,0,1,1,1,35,At Risk,0,0,0,0,0,0.0,0,0
CLM01187,C00588,Christopher Taylor,47.0,Male,70035.6547233509,Houston,TX,77001,P00848,Auto,2022-09-29,2023-09-29,35223.0,A056,Agent David Smith,2023-03-20,219240.0,Pending,Theft,2,Theft,0,172,172,365,6.224342049229197,0.1606595511767925,1,20.527602014392247,0,0,1,1,0,15,Dormant,0,0,0,0,0,0.0,0,0
CLM01188,C00139,Robert Moore,61.0,Female,88969.98459785852,Houston,TX,77001,P00500,Auto,2024-06-27,2025-06-27,23833.0,A026,Agent Charles Gonzalez,2024-09-09,311540.0,Approved,Theft,0,Theft,0,74,74,365,13.071791213863133,0.0765006098735315,5,21.47488079449648,0,0,1,1,0,25,High Fraud Risk,0,0,0,0,1,0.15,15,0
CLM01189,C00147,David Thomas,39.0,Female,33479.04627835924,New York,NY,10001,P00988,Auto,2022-02-12,2023-02-12,28967.0,A032,Agent Nancy Taylor,2023-01-16,244363.0,Pending,Theft,7,Theft,0,338,338,365,8.43590982842545,0.1185408592953925,4,18.613146034456623,0,0,1,1,1,35,VIP,0,0,0,0,0,0.0,0,0
CLM01190,C00508,Jane Lopez,38.0,Female,65205.61013165773,Los Angeles,CA,90001,P00895,Health,2022-11-05,2023-11-05,41138.0,A032,Agent Jessica Lopez,2023-02-18,59493.0,Approved,Medical Procedure,4,Medical Treatment,0,105,105,365,1.4461811463853371,0.6914763081370917,8,20.100550426145155,0,0,1,1,1,35,High Fraud Risk,0,0,0,0,0,0.0,0,0
CLM01191,C00220,Joseph Lopez,30.0,Male,40856.98170209915,New York,NY,10001,P00121,Home,2024-11-26,2025-11-26,18521.0,A067,Agent Susan Lopez,2025-05-20,264727.0,Pending,Fire,6,Fire,0,175,175,365,14.29334269207926,0.069962640758215,4,18.49858335900272,0,0,1,1,1,35,High Fraud Risk,0,0,0,0,0,0.0,0,0
CLM01192,C00091,Barbara Anderson,50.0,Male,59026.95296859098,New York,NY,10001,P00635,Health,2025-01-15,2026-01-15,28014.0,A023,Agent Thomas Wilson,2025-06-04,203250.0,Pending,Medical Procedure,6,Medical Treatment,0,140,140,365,7.255300920968088,0.137830258302583,4,19.280298967925845,0,0,1,1,1,35,VIP,0,0,0,0,0,0.0,0,0
CLM01193,C00372,Thomas Martinez,45.0,Male,44830.09330599861,Los Angeles,CA,90001,P00786,Home,2024-10-05,2025-10-05,71549.0,A032,Agent Jessica Jones,2025-06-09,47839.0,Rejected,Fire,6,Fire,0,247,247,365,0.6686187088568674,1.4956207278580238,1,19.94286258025033,0,0,0,0,1,10,Regular,0,0,0,0,0,0.0,0,0
CLM01194,C00197,Christopher Martin,41.0,Male,41515.33711463391,New York,NY,10001,P01156,Auto,2022-12-14,2023-12-14,19917.0,A014,Agent David Martinez,2023-03-27,32951.0,Approved,Natural Disaster,1,Single Vehicle,0,103,103,365,1.6544158256765578,0.6044429607599162,5,19.83999994621841,0,0,1,0,0,25,High Fraud Risk,0,0,0,0,0,0.0,0,0
CLM01195,C00536,Sarah Taylor,58.0,Female,80704.98669447505,New York,NY,10001,P00328,Auto,2022-07-04,2023-07-04,9171.0,A061,Agent Christopher Gonzalez,2022-09-05,348819.0,Rejected,Property Damage,1,Single Vehicle,0,63,63,365,38.03500163559045,0.0262915724200803,3,19.72921007804236,0,0,1,1,0,25,High Fraud Risk,0,1,1,1,1,0.6,60,1
CLM01196,C00171,Robert Smith,18.0,Female,41409.7827961518,Los Angeles,CA,90001,P00678,Auto,2024-10-27,2025-10-27,11342.0,A009,Agent William Wilson,2025-10-19,321938.0,Rejected,Natural Disaster,1,Single Vehicle,0,357,357,365,28.3845882560395,0.0352303859749392,5,19.27439318359539,0,0,1,1,0,35,High Fraud Risk,0,1,1,0,1,0.5,50,1
CLM01197,C00221,Linda Moore,22.0,Female,46999.52131186204,Houston,TX,77001,P00594,Auto,2022-08-16,2023-08-16,26031.0,A046,Agent Michael Miller,2023-07-02,81701.0,Rejected,Collision,7,Multi Vehicle,1,320,320,365,3.138603972187008,0.3186129912730566,3,18.845494575107008,0,0,1,1,1,45,High Fraud Risk,0,0,0,0,0,0.0,0,0
CLM01198,C00089,Linda Gonzalez,43.0,Female,31007.0956060294,Houston,TX,77001,P00940,Home,2022-05-18,2023-05-18,11021.0,A026,Agent Sarah Johnson,2023-03-27,289948.0,Pending,Fire,4,Fire,0,313,313,365,26.30868342255693,0.0380102639093906,5,18.04009127268183,0,0,1,1,1,35,High Fraud Risk,0,1,0,0,0,0.2,20,0
CLM01199,C00255,Barbara Jackson,31.0,Female,39920.85255837002,Chicago,IL,60601,P00661,Auto,2024-08-03,2025-08-03,65392.0,A059,Agent Karen Anderson,2025-05-12,226068.0,Approved,Theft,3,Theft,0,282,282,365,3.457120137019819,0.289258099332944,3,20.296514933086385,0,0,1,1,1,35,Regular,0,0,0,0,0,0.0,0,0
CLM01200,C00016,Elizabeth Smith,48.0,Male,61386.88674072501,Los Angeles,CA,90001,P00237,Auto,2022-08-16,2023-08-16,32811.0,A010,Agent William Martinez,2022-12-02,89523.0,Pending,Natural Disaster,5,Single Vehicle,0,108,108,365,2.7284447289018927,0.3665091652424516,5,19.63171115808192,0,0,1,1,1,35,VIP,0,0,0,0,0,0.0,0,0
CLM01201,C00646,Sarah Brown,34.0,Female,63536.41744278796,New York,NY,10001,P00578,Auto,2024-01-12,2025-01-11,28993.0,A062,Agent Linda Thomas,2024-09-11,215790.0,Pending,Property Damage,6,Single Vehicle,0,243,243,365,7.442831028179215,0.1343574771768849,5,19.388268078793065,0,0,1,1,1,35,VIP,0,0,0,0,0,0.0,0,0
CLM01202,C00665,Elizabeth Smith,36.0,Male,54566.89779347894,Houston,TX,77001,P00615,Home,2024-10-24,2025-10-24,19496.0,A028,Agent Sarah Williams,2025-04-13,207261.0,Pending,Fire,5,Fire,0,171,171,365,10.630949938448913,0.0940649712198628,4,18.993387842076785,0,0,1,1,1,35,High Fraud Risk,0,0,0,0,0,0.0,0,0
CLM01203,C00013,Nancy Lopez,70.0,Female,86809.22103580696,New York,NY,10001,P01081,Auto,2022-09-17,2023-09-17,27054.0,A025,Agent Jessica Rodriguez,2023-08-02,200864.0,Pending,Property Damage,4,Single Vehicle,0,319,319,365,7.424558290825756,0.1346881472040783,3,19.967620365481544,0,0,1,1,1,35,High Fraud Risk,0,0,0,0,0,0.0,0,0
CLM01204,C00007,Sarah Brown,25.0,Female,76594.64835758349,Houston,TX,77001,P00980,Health,2022-02-11,2023-02-11,74743.0,A016,Agent Christopher Smith,2022-11-30,25165.0,Rejected,Medical Procedure,6,Medical Treatment,1,292,292,365,0.3366870476164992,2.9701172263063778,2,20.522183182054903,0,0,0,0,1,20,High Fraud Risk,0,0,0,0,0,0.0,0,0
CLM01205,C00049,William Garcia,57.0,Male,37034.73422494764,Chicago,IL,60601,P00139,Auto,2023-12-28,2024-12-27,59095.0,A070,Agent Richard Anderson,2024-04-10,254594.0,Rejected,Theft,4,Theft,0,104,104,365,4.30821558507488,0.2321146609896541,3,19.897075201397367,0,0,1,1,1,35,High Value,0,0,0,0,0,0.0,0,0
CLM01206,C00257,Michael Lopez,57.0,Male,90758.63836825106,New York,NY,10001,P00932,Auto,2025-01-31,2026-01-31,44992.0,A043,Agent William Lopez,2025-03-29,72069.0,Pending,Property Damage,2,Single Vehicle,0,57,57,365,1.6018181009957326,0.6242906103872677,4,21.03158662346472,0,0,1,1,0,25,VIP,0,0,0,0,0,0.0,0,0
CLM01207,C00032,Jessica Lopez,28.0,Male,41649.94357971473,Chicago,IL,60601,P00443,Auto,2024-03-14,2025-03-14,43549.0,A009,Agent Barbara Taylor,2024-09-08,66042.0,Pending,Theft,3,Theft,0,178,178,365,1.5164986566855725,0.659413706429242,3,19.93240295395528,0,0,1,1,1,35,High Fraud Risk,0,0,0,0,0,0.0,0,0
CLM01208,C00292,Robert Taylor,60.0,Male,65429.90621651296,Houston,TX,77001,P00412,Auto,2022-08-07,2023-08-07,70345.0,A022,Agent Linda Brown,2023-07-24,255527.0,Rejected,Property Damage,3,Single Vehicle,1,351,351,365,3.6324827635226384,0.2752938045685974,3,20.863607341082464,0,0,1,1,1,35,High Fraud Risk,0,0,0,0,0,0.0,0,0
CLM01209,C00634,Nancy Garcia,53.0,Female,66811.78432800993,Chicago,IL,60601,P00328,Home,2022-03-16,2023-03-16,74653.0,A012,Agent Barbara Rodriguez,2022-09-23,226081.0,Pending,Fire,7,Fire,0,191,191,365,3.0284248456190643,0.3302046611612652,4,20.25079920568772,0,0,1,1,1,35,High Fraud Risk,0,0,0,0,0,0.0,0,0
CLM01210,C00514,Susan Brown,50.0,Female,33470.55743377834,New York,NY,10001,P01049,Auto,2021-11-05,2022-11-05,70807.0,A020,Agent John Jones,2022-02-16,264613.0,Pending,Property Damage,5,Single Vehicle,0,103,103,365,3.7371022639004616,0.2675870044177724,2,19.794375126950275,0,0,1,1,1,35,High Fraud Risk,0,0,0,0,0,0.0,0,0
CLM01211,C00641,Charles Martinez,60.0,Female,83391.79984855547,Chicago,IL,60601,P00932,Home,2023-03-02,2024-03-01,41993.0,A045,Agent Jessica Hernandez,2023-12-05,3271.0,Pending,Fire,6,Fire,0,278,278,365,0.0778939347034029,12.837970039743198,5,20.03065333000601,0,0,0,0,1,20,VIP,0,0,0,0,0,0.0,0,0
CLM01212,C00433,Linda Brown,41.0,Male,59130.46100372275,New York,NY,10001,P00334,Auto,2022-04-23,2023-04-23,72015.0,A055,Agent Charles Davis,2022-08-10,114862.0,Approved,Collision,3,Multi Vehicle,0,109,109,365,1.594973269457752,0.6269697550103602,4,20.785836834680904,0,0,1,1,1,35,High Fraud Risk,0,0,0,0,0,0.0,0,0
CLM01213,C00654,David Moore,22.0,Male,70285.0951203567,New York,NY,10001,P00572,Auto,2022-10-24,2023-10-24,40048.0,A001,Agent Thomas Williams,2023-06-24,311234.0,Rejected,Property Damage,7,Single Vehicle,1,243,243,365,7.771524170994806,0.1286748877050708,4,19.67870751195097,0,0,1,1,1,45,High Fraud Risk,0,0,0,0,0,0.0,0,0
CLM01214,C00312,Mary Jones,53.0,Male,58756.17966001378,New York,NY,10001,P00123,Home,2022-03-25,2023-03-25,63360.0,A021,Agent Susan Martinez,2022-12-25,5666.0,Pending,Fire,3,Fire,0,275,275,365,0.089425505050505,11.182492057889164,2,20.65144527862002,0,0,0,0,1,20,Regular,0,0,0,0,0,0.0,0,0
CLM01215,C00404,Susan Jones,61.0,Female,53318.45538040119,New York,NY,10001,P00182,Auto,2023-02-07,2024-02-07,67732.0,A030,Agent Charles Hernandez,2024-01-08,142698.0,Rejected,Natural Disaster,2,Single Vehicle,0,335,335,365,2.1068032835292034,0.4746527631781805,1,20.90873953796118,0,0,1,1,0,15,Dormant,0,0,0,0,0,0.0,0,0
CLM01216,C00556,Linda Martinez,53.0,Male,39606.71322615769,Houston,TX,77001,P00250,Health,2025-06-09,2026-06-09,19394.0,A071,Agent Elizabeth Jones,2025-09-07,8674.0,Rejected,Medical Procedure,7,Medical Treatment,0,90,90,365,0.447251727338352,2.235877334563062,5,18.38003139638728,0,0,0,0,1,20,VIP,0,0,0,0,0,0.0,0,0
CLM01217,C00360,Michael Davis,44.0,Female,56512.91484194328,Chicago,IL,60601,P00030,Auto,2024-01-25,2025-01-24,10607.0,A067,Agent David Jones,2024-04-28,292726.0,Pending,Property Damage,4,Single Vehicle,1,94,94,365,27.597435655699066,0.0362352507122701,5,18.602056007699737,0,0,1,1,1,35,High Fraud Risk,0,0,0,0,0,0.0,0,0
CLM01218,C00479,Robert Wilson,48.0,Male,52609.46142333283,Houston,TX,77001,P00159,Home,2022-12-16,2023-12-16,61681.0,A006,Agent John Thomas,2023-02-23,297533.0,Rejected,Fire,2,Fire,0,69,69,365,4.82373826624082,0.2073080969169806,5,20.801770190591483,0,0,1,1,0,25,VIP,0,0,0,0,0,0.0,0,0
CLM01219,C00203,Jessica Johnson,43.0,Male,76520.94342883013,Los Angeles,CA,90001,P00209,Auto,2025-07-11,2026-07-11,12428.0,A014,Agent Jane Taylor,2025-10-04,209060.0,Pending,Natural Disaster,7,Single Vehicle,0,85,85,365,16.821692951400063,0.0594470486941547,2,18.59358548990316,0,0,1,1,1,35,Regular,0,0,0,0,0,0.0,0,0
CLM01220,C00384,Christopher Johnson,38.0,Female,27868.45798522641,New York,NY,10001,P00105,Auto,2021-12-30,2022-12-30,72537.0,A021,Agent William Johnson,2022-03-30,216347.0,Pending,Theft,7,Theft,1,90,90,365,2.9825744103009497,0.335280822012785,2,19.34766130787155,0,0,1,1,1,35,High Fraud Risk,0,0,0,0,0,0.0,0,0
CLM01221,C00677,Robert Martinez,71.0,Male,87629.08157380973,Chicago,IL,60601,P00446,Health,2022-09-16,2023-09-16,39354.0,A062,Agent Mary Martin,2022-12-04,271770.0,Pending,Medical Procedure,1,Medical Treatment,0,79,79,365,6.905778319865833,0.1448062700077271,3,21.26807392380882,0,0,1,1,0,25,High Value,0,0,0,0,0,0.0,0,0
CLM01222,C00025,David Jackson,25.0,Male,73794.15610490389,Chicago,IL,60601,P00826,Auto,2024-08-17,2025-08-17,33118.0,A048,Agent Susan Smith,2024-12-19,188079.0,Pending,Theft,3,Theft,0,124,124,365,5.679056706322846,0.176085581059023,3,20.23057268260207,0,0,1,1,1,35,High Fraud Risk,0,0,0,0,0,0.0,0,0
